Basic Parameters: 2024-09-21_17-53-52 model=svhn-undefended-trades dataset=svhn n_ex=1000 eps=5.0 p=0.11 n_iter=20000
Clean accuracy: 96.35%
1: attack success rate=52.6%, average queries=1.1, median queries=1.0
476: attack success rate=99.8%, average queries=16.1, median queries=2.0
477: attack success rate=99.8%, average queries=16.1, median queries=2.0
478: attack success rate=99.8%, average queries=16.1, median queries=2.0
479: attack success rate=99.8%, average queries=16.1, median queries=2.0
480: attack success rate=99.8%, average queries=16.1, median queries=2.0
481: attack success rate=99.8%, average queries=16.1, median queries=2.0
482: attack success rate=99.8%, average queries=16.1, median queries=2.0
483: attack success rate=99.8%, average queries=16.1, median queries=2.0
484: attack success rate=99.8%, average queries=16.1, median queries=2.0
485: attack success rate=99.8%, average queries=16.1, median queries=2.0
486: attack success rate=99.8%, average queries=16.1, median queries=2.0
487: attack success rate=99.8%, average queries=16.1, median queries=2.0
488: attack success rate=99.8%, average queries=16.1, median queries=2.0
489: attack success rate=99.8%, average queries=16.1, median queries=2.0
490: attack success rate=99.8%, average queries=16.1, median queries=2.0
491: attack success rate=99.8%, average queries=16.1, median queries=2.0
492: attack success rate=99.8%, average queries=16.1, median queries=2.0
493: attack success rate=99.8%, average queries=16.1, median queries=2.0
494: attack success rate=99.8%, average queries=16.1, median queries=2.0
495: attack success rate=99.8%, average queries=16.1, median queries=2.0
496: attack success rate=99.9%, average queries=16.6, median queries=2.0
497: attack success rate=99.9%, average queries=16.6, median queries=2.0
498: attack success rate=99.9%, average queries=16.6, median queries=2.0
499: attack success rate=99.9%, average queries=16.6, median queries=2.0
500: attack success rate=99.9%, average queries=16.6, median queries=2.0
501: attack success rate=99.9%, average queries=16.6, median queries=2.0
502: attack success rate=99.9%, average queries=16.6, median queries=2.0
503: attack success rate=99.9%, average queries=16.6, median queries=2.0
504: attack success rate=99.9%, average queries=16.6, median queries=2.0
505: attack success rate=99.9%, average queries=16.6, median queries=2.0
506: attack success rate=99.9%, average queries=16.6, median queries=2.0
507: attack success rate=99.9%, average queries=16.6, median queries=2.0
508: attack success rate=99.9%, average queries=16.6, median queries=2.0
509: attack success rate=99.9%, average queries=16.6, median queries=2.0
510: attack success rate=99.9%, average queries=16.6, median queries=2.0
511: attack success rate=99.9%, average queries=16.6, median queries=2.0
512: attack success rate=99.9%, average queries=16.6, median queries=2.0
513: attack success rate=99.9%, average queries=16.6, median queries=2.0
514: attack success rate=99.9%, average queries=16.6, median queries=2.0
515: attack success rate=99.9%, average queries=16.6, median queries=2.0
516: attack success rate=99.9%, average queries=16.6, median queries=2.0
517: attack success rate=99.9%, average queries=16.6, median queries=2.0
518: attack success rate=99.9%, average queries=16.6, median queries=2.0
519: attack success rate=99.9%, average queries=16.6, median queries=2.0
520: attack success rate=99.9%, average queries=16.6, median queries=2.0
521: attack success rate=99.9%, average queries=16.6, median queries=2.0
522: attack success rate=99.9%, average queries=16.6, median queries=2.0
523: attack success rate=99.9%, average queries=16.6, median queries=2.0
524: attack success rate=99.9%, average queries=16.6, median queries=2.0
525: attack success rate=99.9%, average queries=16.6, median queries=2.0
526: attack success rate=99.9%, average queries=16.6, median queries=2.0
527: attack success rate=99.9%, average queries=16.6, median queries=2.0
528: attack success rate=99.9%, average queries=16.6, median queries=2.0
529: attack success rate=99.9%, average queries=16.6, median queries=2.0
530: attack success rate=99.9%, average queries=16.6, median queries=2.0
531: attack success rate=99.9%, average queries=16.6, median queries=2.0
532: attack success rate=99.9%, average queries=16.6, median queries=2.0
533: attack success rate=99.9%, average queries=16.6, median queries=2.0
534: attack success rate=99.9%, average queries=16.6, median queries=2.0
535: attack success rate=99.9%, average queries=16.6, median queries=2.0
536: attack success rate=99.9%, average queries=16.6, median queries=2.0
537: attack success rate=99.9%, average queries=16.6, median queries=2.0
538: attack success rate=99.9%, average queries=16.6, median queries=2.0
539: attack success rate=99.9%, average queries=16.6, median queries=2.0
540: attack success rate=99.9%, average queries=16.6, median queries=2.0
541: attack success rate=99.9%, average queries=16.6, median queries=2.0
542: attack success rate=99.9%, average queries=16.6, median queries=2.0
543: attack success rate=99.9%, average queries=16.6, median queries=2.0
544: attack success rate=99.9%, average queries=16.6, median queries=2.0
545: attack success rate=99.9%, average queries=16.6, median queries=2.0
546: attack success rate=99.9%, average queries=16.6, median queries=2.0
547: attack success rate=99.9%, average queries=16.6, median queries=2.0
548: attack success rate=99.9%, average queries=16.6, median queries=2.0
549: attack success rate=99.9%, average queries=16.6, median queries=2.0
550: attack success rate=99.9%, average queries=16.6, median queries=2.0
551: attack success rate=99.9%, average queries=16.6, median queries=2.0
552: attack success rate=99.9%, average queries=16.6, median queries=2.0
553: attack success rate=99.9%, average queries=16.6, median queries=2.0
554: attack success rate=99.9%, average queries=16.6, median queries=2.0
555: attack success rate=99.9%, average queries=16.6, median queries=2.0
556: attack success rate=99.9%, average queries=16.6, median queries=2.0
557: attack success rate=99.9%, average queries=16.6, median queries=2.0
558: attack success rate=99.9%, average queries=16.6, median queries=2.0
559: attack success rate=99.9%, average queries=16.6, median queries=2.0
560: attack success rate=99.9%, average queries=16.6, median queries=2.0
561: attack success rate=99.9%, average queries=16.6, median queries=2.0
562: attack success rate=100.0%, average queries=17.1, median queries=2.0
 
Attack Success Rate: 100.0%
Average L2 Distance: 4.92
Average Queries: 17.1
Median Queries: 2.0
