Basic Parameters: 2024-09-21_19-16-17 model=svhn-defended-trades dataset=svhn n_ex=1000 eps=5.0 p=0.11 n_iter=20000
Clean accuracy: 93.85%
1: attack success rate=34.5%, average queries=1.1, median queries=1.0
955: attack success rate=99.9%, average queries=27.5, median queries=7.0
956: attack success rate=99.9%, average queries=27.5, median queries=7.0
957: attack success rate=99.9%, average queries=27.5, median queries=7.0
958: attack success rate=99.9%, average queries=27.5, median queries=7.0
959: attack success rate=99.9%, average queries=27.5, median queries=7.0
960: attack success rate=99.9%, average queries=27.5, median queries=7.0
961: attack success rate=99.9%, average queries=27.5, median queries=7.0
962: attack success rate=99.9%, average queries=27.5, median queries=7.0
963: attack success rate=99.9%, average queries=27.5, median queries=7.0
964: attack success rate=99.9%, average queries=27.5, median queries=7.0
965: attack success rate=99.9%, average queries=27.5, median queries=7.0
966: attack success rate=99.9%, average queries=27.5, median queries=7.0
967: attack success rate=99.9%, average queries=27.5, median queries=7.0
968: attack success rate=99.9%, average queries=27.5, median queries=7.0
969: attack success rate=99.9%, average queries=27.5, median queries=7.0
970: attack success rate=99.9%, average queries=27.5, median queries=7.0
971: attack success rate=99.9%, average queries=27.5, median queries=7.0
972: attack success rate=99.9%, average queries=27.5, median queries=7.0
973: attack success rate=99.9%, average queries=27.5, median queries=7.0
974: attack success rate=99.9%, average queries=27.5, median queries=7.0
975: attack success rate=99.9%, average queries=27.5, median queries=7.0
976: attack success rate=99.9%, average queries=27.5, median queries=7.0
977: attack success rate=99.9%, average queries=27.5, median queries=7.0
978: attack success rate=99.9%, average queries=27.5, median queries=7.0
979: attack success rate=99.9%, average queries=27.5, median queries=7.0
980: attack success rate=99.9%, average queries=27.5, median queries=7.0
981: attack success rate=99.9%, average queries=27.5, median queries=7.0
982: attack success rate=99.9%, average queries=27.5, median queries=7.0
983: attack success rate=99.9%, average queries=27.5, median queries=7.0
984: attack success rate=99.9%, average queries=27.5, median queries=7.0
985: attack success rate=99.9%, average queries=27.5, median queries=7.0
986: attack success rate=99.9%, average queries=27.5, median queries=7.0
987: attack success rate=99.9%, average queries=27.5, median queries=7.0
988: attack success rate=99.9%, average queries=27.5, median queries=7.0
989: attack success rate=99.9%, average queries=27.5, median queries=7.0
990: attack success rate=99.9%, average queries=27.5, median queries=7.0
991: attack success rate=99.9%, average queries=27.5, median queries=7.0
992: attack success rate=99.9%, average queries=27.5, median queries=7.0
993: attack success rate=99.9%, average queries=27.5, median queries=7.0
994: attack success rate=99.9%, average queries=27.5, median queries=7.0
995: attack success rate=99.9%, average queries=27.5, median queries=7.0
996: attack success rate=99.9%, average queries=27.5, median queries=7.0
997: attack success rate=99.9%, average queries=27.5, median queries=7.0
998: attack success rate=99.9%, average queries=27.5, median queries=7.0
999: attack success rate=99.9%, average queries=27.5, median queries=7.0
1000: attack success rate=99.9%, average queries=27.5, median queries=7.0
1001: attack success rate=99.9%, average queries=27.5, median queries=7.0
1002: attack success rate=99.9%, average queries=27.5, median queries=7.0
1003: attack success rate=99.9%, average queries=27.5, median queries=7.0
1004: attack success rate=99.9%, average queries=27.5, median queries=7.0
1005: attack success rate=99.9%, average queries=27.5, median queries=7.0
1006: attack success rate=99.9%, average queries=27.5, median queries=7.0
1007: attack success rate=99.9%, average queries=27.5, median queries=7.0
1008: attack success rate=99.9%, average queries=27.5, median queries=7.0
1009: attack success rate=99.9%, average queries=27.5, median queries=7.0
1010: attack success rate=99.9%, average queries=27.5, median queries=7.0
1011: attack success rate=99.9%, average queries=27.5, median queries=7.0
1012: attack success rate=99.9%, average queries=27.5, median queries=7.0
1013: attack success rate=99.9%, average queries=27.5, median queries=7.0
1014: attack success rate=99.9%, average queries=27.5, median queries=7.0
1015: attack success rate=99.9%, average queries=27.5, median queries=7.0
1016: attack success rate=99.9%, average queries=27.5, median queries=7.0
1017: attack success rate=99.9%, average queries=27.5, median queries=7.0
1018: attack success rate=99.9%, average queries=27.5, median queries=7.0
1019: attack success rate=99.9%, average queries=27.5, median queries=7.0
1020: attack success rate=99.9%, average queries=27.5, median queries=7.0
1021: attack success rate=99.9%, average queries=27.5, median queries=7.0
1022: attack success rate=99.9%, average queries=27.5, median queries=7.0
1023: attack success rate=99.9%, average queries=27.5, median queries=7.0
1024: attack success rate=99.9%, average queries=27.5, median queries=7.0
1025: attack success rate=99.9%, average queries=27.5, median queries=7.0
1026: attack success rate=99.9%, average queries=27.5, median queries=7.0
1027: attack success rate=99.9%, average queries=27.5, median queries=7.0
1028: attack success rate=99.9%, average queries=27.5, median queries=7.0
1029: attack success rate=99.9%, average queries=27.5, median queries=7.0
1030: attack success rate=99.9%, average queries=27.5, median queries=7.0
1031: attack success rate=99.9%, average queries=27.5, median queries=7.0
1032: attack success rate=99.9%, average queries=27.5, median queries=7.0
1033: attack success rate=99.9%, average queries=27.5, median queries=7.0
1034: attack success rate=99.9%, average queries=27.5, median queries=7.0
1035: attack success rate=99.9%, average queries=27.5, median queries=7.0
1036: attack success rate=99.9%, average queries=27.5, median queries=7.0
1037: attack success rate=99.9%, average queries=27.5, median queries=7.0
1038: attack success rate=99.9%, average queries=27.5, median queries=7.0
1039: attack success rate=99.9%, average queries=27.5, median queries=7.0
1040: attack success rate=99.9%, average queries=27.5, median queries=7.0
1041: attack success rate=99.9%, average queries=27.5, median queries=7.0
1042: attack success rate=99.9%, average queries=27.5, median queries=7.0
1043: attack success rate=99.9%, average queries=27.5, median queries=7.0
1044: attack success rate=99.9%, average queries=27.5, median queries=7.0
1045: attack success rate=99.9%, average queries=27.5, median queries=7.0
1046: attack success rate=99.9%, average queries=27.5, median queries=7.0
1047: attack success rate=99.9%, average queries=27.5, median queries=7.0
1048: attack success rate=99.9%, average queries=27.5, median queries=7.0
1049: attack success rate=99.9%, average queries=27.5, median queries=7.0
1050: attack success rate=99.9%, average queries=27.5, median queries=7.0
1051: attack success rate=99.9%, average queries=27.5, median queries=7.0
1052: attack success rate=99.9%, average queries=27.5, median queries=7.0
1053: attack success rate=99.9%, average queries=27.5, median queries=7.0
1054: attack success rate=99.9%, average queries=27.5, median queries=7.0
1055: attack success rate=99.9%, average queries=27.5, median queries=7.0
1056: attack success rate=99.9%, average queries=27.5, median queries=7.0
1057: attack success rate=99.9%, average queries=27.5, median queries=7.0
1058: attack success rate=99.9%, average queries=27.5, median queries=7.0
1059: attack success rate=99.9%, average queries=27.5, median queries=7.0
1060: attack success rate=99.9%, average queries=27.5, median queries=7.0
1061: attack success rate=99.9%, average queries=27.5, median queries=7.0
1062: attack success rate=99.9%, average queries=27.5, median queries=7.0
1063: attack success rate=99.9%, average queries=27.5, median queries=7.0
1064: attack success rate=99.9%, average queries=27.5, median queries=7.0
1065: attack success rate=99.9%, average queries=27.5, median queries=7.0
1066: attack success rate=99.9%, average queries=27.5, median queries=7.0
1067: attack success rate=99.9%, average queries=27.5, median queries=7.0
1068: attack success rate=99.9%, average queries=27.5, median queries=7.0
1069: attack success rate=99.9%, average queries=27.5, median queries=7.0
1070: attack success rate=99.9%, average queries=27.5, median queries=7.0
1071: attack success rate=99.9%, average queries=27.5, median queries=7.0
1072: attack success rate=99.9%, average queries=27.5, median queries=7.0
1073: attack success rate=99.9%, average queries=27.5, median queries=7.0
1074: attack success rate=99.9%, average queries=27.5, median queries=7.0
1075: attack success rate=99.9%, average queries=27.5, median queries=7.0
1076: attack success rate=99.9%, average queries=27.5, median queries=7.0
1077: attack success rate=99.9%, average queries=27.5, median queries=7.0
1078: attack success rate=99.9%, average queries=27.5, median queries=7.0
1079: attack success rate=99.9%, average queries=27.5, median queries=7.0
1080: attack success rate=99.9%, average queries=27.5, median queries=7.0
1081: attack success rate=99.9%, average queries=27.5, median queries=7.0
1082: attack success rate=99.9%, average queries=27.5, median queries=7.0
1083: attack success rate=99.9%, average queries=27.5, median queries=7.0
1084: attack success rate=99.9%, average queries=27.5, median queries=7.0
1085: attack success rate=99.9%, average queries=27.5, median queries=7.0
1086: attack success rate=99.9%, average queries=27.5, median queries=7.0
1087: attack success rate=99.9%, average queries=27.5, median queries=7.0
1088: attack success rate=99.9%, average queries=27.5, median queries=7.0
1089: attack success rate=99.9%, average queries=27.5, median queries=7.0
1090: attack success rate=99.9%, average queries=27.5, median queries=7.0
1091: attack success rate=99.9%, average queries=27.5, median queries=7.0
1092: attack success rate=99.9%, average queries=27.5, median queries=7.0
1093: attack success rate=99.9%, average queries=27.5, median queries=7.0
1094: attack success rate=99.9%, average queries=27.5, median queries=7.0
1095: attack success rate=99.9%, average queries=27.5, median queries=7.0
1096: attack success rate=99.9%, average queries=27.5, median queries=7.0
1097: attack success rate=99.9%, average queries=27.5, median queries=7.0
1098: attack success rate=99.9%, average queries=27.5, median queries=7.0
1099: attack success rate=99.9%, average queries=27.5, median queries=7.0
1100: attack success rate=99.9%, average queries=27.5, median queries=7.0
1101: attack success rate=99.9%, average queries=27.5, median queries=7.0
1102: attack success rate=99.9%, average queries=27.5, median queries=7.0
1103: attack success rate=99.9%, average queries=27.5, median queries=7.0
1104: attack success rate=99.9%, average queries=27.5, median queries=7.0
1105: attack success rate=99.9%, average queries=27.5, median queries=7.0
1106: attack success rate=99.9%, average queries=27.5, median queries=7.0
1107: attack success rate=99.9%, average queries=27.5, median queries=7.0
1108: attack success rate=99.9%, average queries=27.5, median queries=7.0
1109: attack success rate=99.9%, average queries=27.5, median queries=7.0
1110: attack success rate=99.9%, average queries=27.5, median queries=7.0
1111: attack success rate=99.9%, average queries=27.5, median queries=7.0
1112: attack success rate=99.9%, average queries=27.5, median queries=7.0
1113: attack success rate=99.9%, average queries=27.5, median queries=7.0
1114: attack success rate=99.9%, average queries=27.5, median queries=7.0
1115: attack success rate=99.9%, average queries=27.5, median queries=7.0
1116: attack success rate=99.9%, average queries=27.5, median queries=7.0
1117: attack success rate=99.9%, average queries=27.5, median queries=7.0
1118: attack success rate=99.9%, average queries=27.5, median queries=7.0
1119: attack success rate=99.9%, average queries=27.5, median queries=7.0
1120: attack success rate=99.9%, average queries=27.5, median queries=7.0
1121: attack success rate=99.9%, average queries=27.5, median queries=7.0
1122: attack success rate=99.9%, average queries=27.5, median queries=7.0
1123: attack success rate=99.9%, average queries=27.5, median queries=7.0
1124: attack success rate=99.9%, average queries=27.5, median queries=7.0
1125: attack success rate=99.9%, average queries=27.5, median queries=7.0
1126: attack success rate=99.9%, average queries=27.5, median queries=7.0
1127: attack success rate=99.9%, average queries=27.5, median queries=7.0
1128: attack success rate=99.9%, average queries=27.5, median queries=7.0
1129: attack success rate=99.9%, average queries=27.5, median queries=7.0
1130: attack success rate=99.9%, average queries=27.5, median queries=7.0
1131: attack success rate=99.9%, average queries=27.5, median queries=7.0
1132: attack success rate=99.9%, average queries=27.5, median queries=7.0
1133: attack success rate=99.9%, average queries=27.5, median queries=7.0
1134: attack success rate=99.9%, average queries=27.5, median queries=7.0
1135: attack success rate=99.9%, average queries=27.5, median queries=7.0
1136: attack success rate=99.9%, average queries=27.5, median queries=7.0
1137: attack success rate=99.9%, average queries=27.5, median queries=7.0
1138: attack success rate=99.9%, average queries=27.5, median queries=7.0
1139: attack success rate=99.9%, average queries=27.5, median queries=7.0
1140: attack success rate=99.9%, average queries=27.5, median queries=7.0
1141: attack success rate=99.9%, average queries=27.5, median queries=7.0
1142: attack success rate=99.9%, average queries=27.5, median queries=7.0
1143: attack success rate=99.9%, average queries=27.5, median queries=7.0
1144: attack success rate=99.9%, average queries=27.5, median queries=7.0
1145: attack success rate=99.9%, average queries=27.5, median queries=7.0
1146: attack success rate=99.9%, average queries=27.5, median queries=7.0
1147: attack success rate=99.9%, average queries=27.5, median queries=7.0
1148: attack success rate=99.9%, average queries=27.5, median queries=7.0
1149: attack success rate=99.9%, average queries=27.5, median queries=7.0
1150: attack success rate=99.9%, average queries=27.5, median queries=7.0
1151: attack success rate=99.9%, average queries=27.5, median queries=7.0
1152: attack success rate=99.9%, average queries=27.5, median queries=7.0
1153: attack success rate=99.9%, average queries=27.5, median queries=7.0
1154: attack success rate=99.9%, average queries=27.5, median queries=7.0
1155: attack success rate=99.9%, average queries=27.5, median queries=7.0
1156: attack success rate=99.9%, average queries=27.5, median queries=7.0
1157: attack success rate=99.9%, average queries=27.5, median queries=7.0
1158: attack success rate=99.9%, average queries=27.5, median queries=7.0
1159: attack success rate=99.9%, average queries=27.5, median queries=7.0
1160: attack success rate=99.9%, average queries=27.5, median queries=7.0
1161: attack success rate=99.9%, average queries=27.5, median queries=7.0
1162: attack success rate=99.9%, average queries=27.5, median queries=7.0
1163: attack success rate=99.9%, average queries=27.5, median queries=7.0
1164: attack success rate=99.9%, average queries=27.5, median queries=7.0
1165: attack success rate=99.9%, average queries=27.5, median queries=7.0
1166: attack success rate=99.9%, average queries=27.5, median queries=7.0
1167: attack success rate=99.9%, average queries=27.5, median queries=7.0
1168: attack success rate=99.9%, average queries=27.5, median queries=7.0
1169: attack success rate=99.9%, average queries=27.5, median queries=7.0
1170: attack success rate=99.9%, average queries=27.5, median queries=7.0
1171: attack success rate=99.9%, average queries=27.5, median queries=7.0
1172: attack success rate=99.9%, average queries=27.5, median queries=7.0
1173: attack success rate=99.9%, average queries=27.5, median queries=7.0
1174: attack success rate=99.9%, average queries=27.5, median queries=7.0
1175: attack success rate=99.9%, average queries=27.5, median queries=7.0
1176: attack success rate=99.9%, average queries=27.5, median queries=7.0
1177: attack success rate=99.9%, average queries=27.5, median queries=7.0
1178: attack success rate=99.9%, average queries=27.5, median queries=7.0
1179: attack success rate=99.9%, average queries=27.5, median queries=7.0
1180: attack success rate=99.9%, average queries=27.5, median queries=7.0
1181: attack success rate=99.9%, average queries=27.5, median queries=7.0
1182: attack success rate=99.9%, average queries=27.5, median queries=7.0
1183: attack success rate=99.9%, average queries=27.5, median queries=7.0
1184: attack success rate=99.9%, average queries=27.5, median queries=7.0
1185: attack success rate=99.9%, average queries=27.5, median queries=7.0
1186: attack success rate=99.9%, average queries=27.5, median queries=7.0
1187: attack success rate=99.9%, average queries=27.5, median queries=7.0
1188: attack success rate=99.9%, average queries=27.5, median queries=7.0
1189: attack success rate=99.9%, average queries=27.5, median queries=7.0
1190: attack success rate=99.9%, average queries=27.5, median queries=7.0
1191: attack success rate=99.9%, average queries=27.5, median queries=7.0
1192: attack success rate=99.9%, average queries=27.5, median queries=7.0
1193: attack success rate=99.9%, average queries=27.5, median queries=7.0
1194: attack success rate=99.9%, average queries=27.5, median queries=7.0
1195: attack success rate=99.9%, average queries=27.5, median queries=7.0
1196: attack success rate=99.9%, average queries=27.5, median queries=7.0
1197: attack success rate=99.9%, average queries=27.5, median queries=7.0
1198: attack success rate=99.9%, average queries=27.5, median queries=7.0
1199: attack success rate=99.9%, average queries=27.5, median queries=7.0
1200: attack success rate=99.9%, average queries=27.5, median queries=7.0
1201: attack success rate=99.9%, average queries=27.5, median queries=7.0
1202: attack success rate=99.9%, average queries=27.5, median queries=7.0
1203: attack success rate=99.9%, average queries=27.5, median queries=7.0
1204: attack success rate=99.9%, average queries=27.5, median queries=7.0
1205: attack success rate=99.9%, average queries=27.5, median queries=7.0
1206: attack success rate=99.9%, average queries=27.5, median queries=7.0
1207: attack success rate=99.9%, average queries=27.5, median queries=7.0
1208: attack success rate=99.9%, average queries=27.5, median queries=7.0
1209: attack success rate=99.9%, average queries=27.5, median queries=7.0
1210: attack success rate=99.9%, average queries=27.5, median queries=7.0
1211: attack success rate=99.9%, average queries=27.5, median queries=7.0
1212: attack success rate=99.9%, average queries=27.5, median queries=7.0
1213: attack success rate=99.9%, average queries=27.5, median queries=7.0
1214: attack success rate=99.9%, average queries=27.5, median queries=7.0
1215: attack success rate=99.9%, average queries=27.5, median queries=7.0
1216: attack success rate=99.9%, average queries=27.5, median queries=7.0
1217: attack success rate=99.9%, average queries=27.5, median queries=7.0
1218: attack success rate=99.9%, average queries=27.5, median queries=7.0
1219: attack success rate=99.9%, average queries=27.5, median queries=7.0
1220: attack success rate=99.9%, average queries=27.5, median queries=7.0
1221: attack success rate=99.9%, average queries=27.5, median queries=7.0
1222: attack success rate=99.9%, average queries=27.5, median queries=7.0
1223: attack success rate=99.9%, average queries=27.5, median queries=7.0
1224: attack success rate=99.9%, average queries=27.5, median queries=7.0
1225: attack success rate=99.9%, average queries=27.5, median queries=7.0
1226: attack success rate=99.9%, average queries=27.5, median queries=7.0
1227: attack success rate=99.9%, average queries=27.5, median queries=7.0
1228: attack success rate=99.9%, average queries=27.5, median queries=7.0
1229: attack success rate=99.9%, average queries=27.5, median queries=7.0
1230: attack success rate=99.9%, average queries=27.5, median queries=7.0
1231: attack success rate=99.9%, average queries=27.5, median queries=7.0
1232: attack success rate=99.9%, average queries=27.5, median queries=7.0
1233: attack success rate=99.9%, average queries=27.5, median queries=7.0
1234: attack success rate=99.9%, average queries=27.5, median queries=7.0
1235: attack success rate=99.9%, average queries=27.5, median queries=7.0
1236: attack success rate=99.9%, average queries=27.5, median queries=7.0
1237: attack success rate=99.9%, average queries=27.5, median queries=7.0
1238: attack success rate=99.9%, average queries=27.5, median queries=7.0
1239: attack success rate=99.9%, average queries=27.5, median queries=7.0
1240: attack success rate=99.9%, average queries=27.5, median queries=7.0
1241: attack success rate=99.9%, average queries=27.5, median queries=7.0
1242: attack success rate=99.9%, average queries=27.5, median queries=7.0
1243: attack success rate=99.9%, average queries=27.5, median queries=7.0
1244: attack success rate=99.9%, average queries=27.5, median queries=7.0
1245: attack success rate=99.9%, average queries=27.5, median queries=7.0
1246: attack success rate=99.9%, average queries=27.5, median queries=7.0
1247: attack success rate=99.9%, average queries=27.5, median queries=7.0
1248: attack success rate=99.9%, average queries=27.5, median queries=7.0
1249: attack success rate=99.9%, average queries=27.5, median queries=7.0
1250: attack success rate=99.9%, average queries=27.5, median queries=7.0
1251: attack success rate=99.9%, average queries=27.5, median queries=7.0
1252: attack success rate=99.9%, average queries=27.5, median queries=7.0
1253: attack success rate=99.9%, average queries=27.5, median queries=7.0
1254: attack success rate=99.9%, average queries=27.5, median queries=7.0
1255: attack success rate=99.9%, average queries=27.5, median queries=7.0
1256: attack success rate=99.9%, average queries=27.5, median queries=7.0
1257: attack success rate=99.9%, average queries=27.5, median queries=7.0
1258: attack success rate=99.9%, average queries=27.5, median queries=7.0
1259: attack success rate=99.9%, average queries=27.5, median queries=7.0
1260: attack success rate=99.9%, average queries=27.5, median queries=7.0
1261: attack success rate=99.9%, average queries=27.5, median queries=7.0
1262: attack success rate=99.9%, average queries=27.5, median queries=7.0
1263: attack success rate=99.9%, average queries=27.5, median queries=7.0
1264: attack success rate=99.9%, average queries=27.5, median queries=7.0
1265: attack success rate=99.9%, average queries=27.5, median queries=7.0
1266: attack success rate=99.9%, average queries=27.5, median queries=7.0
1267: attack success rate=99.9%, average queries=27.5, median queries=7.0
1268: attack success rate=99.9%, average queries=27.5, median queries=7.0
1269: attack success rate=99.9%, average queries=27.5, median queries=7.0
1270: attack success rate=99.9%, average queries=27.5, median queries=7.0
1271: attack success rate=99.9%, average queries=27.5, median queries=7.0
1272: attack success rate=99.9%, average queries=27.5, median queries=7.0
1273: attack success rate=99.9%, average queries=27.5, median queries=7.0
1274: attack success rate=99.9%, average queries=27.5, median queries=7.0
1275: attack success rate=99.9%, average queries=27.5, median queries=7.0
1276: attack success rate=99.9%, average queries=27.5, median queries=7.0
1277: attack success rate=99.9%, average queries=27.5, median queries=7.0
1278: attack success rate=99.9%, average queries=27.5, median queries=7.0
1279: attack success rate=99.9%, average queries=27.5, median queries=7.0
1280: attack success rate=99.9%, average queries=27.5, median queries=7.0
1281: attack success rate=99.9%, average queries=27.5, median queries=7.0
1282: attack success rate=99.9%, average queries=27.5, median queries=7.0
1283: attack success rate=99.9%, average queries=27.5, median queries=7.0
1284: attack success rate=99.9%, average queries=27.5, median queries=7.0
1285: attack success rate=99.9%, average queries=27.5, median queries=7.0
1286: attack success rate=99.9%, average queries=27.5, median queries=7.0
1287: attack success rate=99.9%, average queries=27.5, median queries=7.0
1288: attack success rate=99.9%, average queries=27.5, median queries=7.0
1289: attack success rate=99.9%, average queries=27.5, median queries=7.0
1290: attack success rate=99.9%, average queries=27.5, median queries=7.0
1291: attack success rate=99.9%, average queries=27.5, median queries=7.0
1292: attack success rate=99.9%, average queries=27.5, median queries=7.0
1293: attack success rate=99.9%, average queries=27.5, median queries=7.0
1294: attack success rate=99.9%, average queries=27.5, median queries=7.0
1295: attack success rate=99.9%, average queries=27.5, median queries=7.0
1296: attack success rate=99.9%, average queries=27.5, median queries=7.0
1297: attack success rate=99.9%, average queries=27.5, median queries=7.0
1298: attack success rate=99.9%, average queries=27.5, median queries=7.0
1299: attack success rate=99.9%, average queries=27.5, median queries=7.0
1300: attack success rate=99.9%, average queries=27.5, median queries=7.0
1301: attack success rate=99.9%, average queries=27.5, median queries=7.0
1302: attack success rate=99.9%, average queries=27.5, median queries=7.0
1303: attack success rate=99.9%, average queries=27.5, median queries=7.0
1304: attack success rate=99.9%, average queries=27.5, median queries=7.0
1305: attack success rate=99.9%, average queries=27.5, median queries=7.0
1306: attack success rate=99.9%, average queries=27.5, median queries=7.0
1307: attack success rate=99.9%, average queries=27.5, median queries=7.0
1308: attack success rate=99.9%, average queries=27.5, median queries=7.0
1309: attack success rate=99.9%, average queries=27.5, median queries=7.0
1310: attack success rate=99.9%, average queries=27.5, median queries=7.0
1311: attack success rate=99.9%, average queries=27.5, median queries=7.0
1312: attack success rate=99.9%, average queries=27.5, median queries=7.0
1313: attack success rate=99.9%, average queries=27.5, median queries=7.0
1314: attack success rate=99.9%, average queries=27.5, median queries=7.0
1315: attack success rate=99.9%, average queries=27.5, median queries=7.0
1316: attack success rate=99.9%, average queries=27.5, median queries=7.0
1317: attack success rate=99.9%, average queries=27.5, median queries=7.0
1318: attack success rate=99.9%, average queries=27.5, median queries=7.0
1319: attack success rate=99.9%, average queries=27.5, median queries=7.0
1320: attack success rate=99.9%, average queries=27.5, median queries=7.0
1321: attack success rate=99.9%, average queries=27.5, median queries=7.0
1322: attack success rate=99.9%, average queries=27.5, median queries=7.0
1323: attack success rate=99.9%, average queries=27.5, median queries=7.0
1324: attack success rate=99.9%, average queries=27.5, median queries=7.0
1325: attack success rate=99.9%, average queries=27.5, median queries=7.0
1326: attack success rate=99.9%, average queries=27.5, median queries=7.0
1327: attack success rate=99.9%, average queries=27.5, median queries=7.0
1328: attack success rate=99.9%, average queries=27.5, median queries=7.0
1329: attack success rate=99.9%, average queries=27.5, median queries=7.0
1330: attack success rate=99.9%, average queries=27.5, median queries=7.0
1331: attack success rate=99.9%, average queries=27.5, median queries=7.0
1332: attack success rate=99.9%, average queries=27.5, median queries=7.0
1333: attack success rate=99.9%, average queries=27.5, median queries=7.0
1334: attack success rate=99.9%, average queries=27.5, median queries=7.0
1335: attack success rate=99.9%, average queries=27.5, median queries=7.0
1336: attack success rate=99.9%, average queries=27.5, median queries=7.0
1337: attack success rate=99.9%, average queries=27.5, median queries=7.0
1338: attack success rate=99.9%, average queries=27.5, median queries=7.0
1339: attack success rate=99.9%, average queries=27.5, median queries=7.0
1340: attack success rate=99.9%, average queries=27.5, median queries=7.0
1341: attack success rate=99.9%, average queries=27.5, median queries=7.0
1342: attack success rate=99.9%, average queries=27.5, median queries=7.0
1343: attack success rate=99.9%, average queries=27.5, median queries=7.0
1344: attack success rate=99.9%, average queries=27.5, median queries=7.0
1345: attack success rate=99.9%, average queries=27.5, median queries=7.0
1346: attack success rate=99.9%, average queries=27.5, median queries=7.0
1347: attack success rate=99.9%, average queries=27.5, median queries=7.0
1348: attack success rate=99.9%, average queries=27.5, median queries=7.0
1349: attack success rate=99.9%, average queries=27.5, median queries=7.0
1350: attack success rate=99.9%, average queries=27.5, median queries=7.0
1351: attack success rate=99.9%, average queries=27.5, median queries=7.0
1352: attack success rate=99.9%, average queries=27.5, median queries=7.0
1353: attack success rate=99.9%, average queries=27.5, median queries=7.0
1354: attack success rate=99.9%, average queries=27.5, median queries=7.0
1355: attack success rate=99.9%, average queries=27.5, median queries=7.0
1356: attack success rate=99.9%, average queries=27.5, median queries=7.0
1357: attack success rate=99.9%, average queries=27.5, median queries=7.0
1358: attack success rate=99.9%, average queries=27.5, median queries=7.0
1359: attack success rate=99.9%, average queries=27.5, median queries=7.0
1360: attack success rate=99.9%, average queries=27.5, median queries=7.0
1361: attack success rate=99.9%, average queries=27.5, median queries=7.0
1362: attack success rate=99.9%, average queries=27.5, median queries=7.0
1363: attack success rate=99.9%, average queries=27.5, median queries=7.0
1364: attack success rate=99.9%, average queries=27.5, median queries=7.0
1365: attack success rate=99.9%, average queries=27.5, median queries=7.0
1366: attack success rate=99.9%, average queries=27.5, median queries=7.0
1367: attack success rate=99.9%, average queries=27.5, median queries=7.0
1368: attack success rate=99.9%, average queries=27.5, median queries=7.0
1369: attack success rate=99.9%, average queries=27.5, median queries=7.0
1370: attack success rate=99.9%, average queries=27.5, median queries=7.0
1371: attack success rate=99.9%, average queries=27.5, median queries=7.0
1372: attack success rate=99.9%, average queries=27.5, median queries=7.0
1373: attack success rate=99.9%, average queries=27.5, median queries=7.0
1374: attack success rate=99.9%, average queries=27.5, median queries=7.0
1375: attack success rate=99.9%, average queries=27.5, median queries=7.0
1376: attack success rate=99.9%, average queries=27.5, median queries=7.0
1377: attack success rate=99.9%, average queries=27.5, median queries=7.0
1378: attack success rate=99.9%, average queries=27.5, median queries=7.0
1379: attack success rate=99.9%, average queries=27.5, median queries=7.0
1380: attack success rate=99.9%, average queries=27.5, median queries=7.0
1381: attack success rate=99.9%, average queries=27.5, median queries=7.0
1382: attack success rate=99.9%, average queries=27.5, median queries=7.0
1383: attack success rate=99.9%, average queries=27.5, median queries=7.0
1384: attack success rate=99.9%, average queries=27.5, median queries=7.0
1385: attack success rate=99.9%, average queries=27.5, median queries=7.0
1386: attack success rate=99.9%, average queries=27.5, median queries=7.0
1387: attack success rate=99.9%, average queries=27.5, median queries=7.0
1388: attack success rate=99.9%, average queries=27.5, median queries=7.0
1389: attack success rate=99.9%, average queries=27.5, median queries=7.0
1390: attack success rate=99.9%, average queries=27.5, median queries=7.0
1391: attack success rate=99.9%, average queries=27.5, median queries=7.0
1392: attack success rate=99.9%, average queries=27.5, median queries=7.0
1393: attack success rate=99.9%, average queries=27.5, median queries=7.0
1394: attack success rate=99.9%, average queries=27.5, median queries=7.0
1395: attack success rate=99.9%, average queries=27.5, median queries=7.0
1396: attack success rate=99.9%, average queries=27.5, median queries=7.0
1397: attack success rate=99.9%, average queries=27.5, median queries=7.0
1398: attack success rate=99.9%, average queries=27.5, median queries=7.0
1399: attack success rate=99.9%, average queries=27.5, median queries=7.0
1400: attack success rate=99.9%, average queries=27.5, median queries=7.0
1401: attack success rate=99.9%, average queries=27.5, median queries=7.0
1402: attack success rate=99.9%, average queries=27.5, median queries=7.0
1403: attack success rate=99.9%, average queries=27.5, median queries=7.0
1404: attack success rate=99.9%, average queries=27.5, median queries=7.0
1405: attack success rate=99.9%, average queries=27.5, median queries=7.0
1406: attack success rate=99.9%, average queries=27.5, median queries=7.0
1407: attack success rate=99.9%, average queries=27.5, median queries=7.0
1408: attack success rate=99.9%, average queries=27.5, median queries=7.0
1409: attack success rate=99.9%, average queries=27.5, median queries=7.0
1410: attack success rate=99.9%, average queries=27.5, median queries=7.0
1411: attack success rate=99.9%, average queries=27.5, median queries=7.0
1412: attack success rate=99.9%, average queries=27.5, median queries=7.0
1413: attack success rate=99.9%, average queries=27.5, median queries=7.0
1414: attack success rate=99.9%, average queries=27.5, median queries=7.0
1415: attack success rate=99.9%, average queries=27.5, median queries=7.0
1416: attack success rate=99.9%, average queries=27.5, median queries=7.0
1417: attack success rate=99.9%, average queries=27.5, median queries=7.0
1418: attack success rate=99.9%, average queries=27.5, median queries=7.0
